人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
001383,"谷崎 潤一郎",056869,"武州公秘話 01 武州公秘話",新字新仮名,"","kompass","酒井裕二",公開,2016-10-30,"武州公秘話","中公文庫、中央公論社","2005（平成17）年5月25日改版","2014（平成26）年1月10日改版2刷"
001383,"谷崎 潤一郎",057346,"二人の稚児",新字新仮名,"","しりかげる","まりお",公開,2018-04-10,"潤一郎ラビリンスⅤ――少年の王国","中公文庫、中央公論新社","2007（平成19）年5月30日再版","2007（平成19）年5月30日再版"
001383,"谷崎 潤一郎",059851,"文壇昔ばなし",新字新仮名,"","きりんの手紙","hitsuji",公開,2022-07-24,"谷崎潤一郎随筆集","岩波文庫、岩波書店","1985（昭和60）年10月21日第2刷","1985（昭和60）年8月16日第1刷"
001383,"谷崎 潤一郎",058927,"文房具漫談",新字旧仮名,"","大久保ゆう","noriko saito",公開,2020-04-27,"日本の名随筆27　墨","作品社","1985（昭和60）年1月25日第1刷","1985（昭和60）年1月25日第1刷"
001383,"谷崎 潤一郎",056644,"幇間",新字新仮名,"","砂場清隆","門田裕志",公開,2016-06-25,"潤一郎ラビリンスⅠ――初期短編集","中公文庫、中央公論社","1998（平成10）年5月18日初版","2012（平成24）年7月10日3刷"
001383,"谷崎 潤一郎",056873,"卍",新字新仮名,"","kompass","酒井和郎",公開,2017-07-24,"卍（まんじ）","岩波文庫、岩波書店","1990（平成2）年4月25日第20刷","1985（昭和60）年12月16日第18刷改版"
001383,"谷崎 潤一郎",056868,"盲目物語",新字新仮名,"","kompass","酒井裕二",公開,2016-04-13,"盲目物語","中公文庫、中央公論新社","1993（平成5）年5月10日初版","2007（平成19）年1月25日3刷"
001383,"谷崎 潤一郎",056867,"吉野葛",新字新仮名,"","kompass","酒井裕二",公開,2016-02-04,"ちくま日本文学014　谷崎潤一郎","筑摩書房","2008（平成20）年4月10日第1刷","2008（平成20）年4月10日第1刷"
001383,"谷崎 潤一郎",059510,"蘿洞先生",新字新仮名,"","悠悠自炊","まりお",公開,2021-07-30,"潤一郎ラビリンスⅡ――マゾヒズム小説集","中公文庫、中央公論社","1998（平成10）年6月18日","2007（平成19）年7月30日再版"
000146,"種田 山頭火",048234,"赤い壺",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2008-07-10,"山頭火随筆集","講談社文芸文庫、講談社","2007（平成19）年2月5日第9刷","2007（平成19）年2月5日第9刷"
000146,"種田 山頭火",048235,"赤い壺（三）",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2008-07-10,"山頭火随筆集","講談社文芸文庫、講談社","2007（平成19）年2月5日第9刷","2007（平成19）年2月5日第9刷"
000146,"種田 山頭火",048236,"赤い壺（二）",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2008-07-10,"山頭火随筆集","講談社文芸文庫、講談社","2007（平成19）年2月5日第9刷","2007（平成19）年2月5日第9刷"
000146,"種田 山頭火",050413,"一草庵日記",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2010-10-11,"山頭火全集　第十巻","春陽堂書店","1991（平成3）年3月20日第4刷","1991（平成3）年3月20日第4刷"
000146,"種田 山頭火",000750,"英語対訳版草木塔抄他／Fire on the Mountain",新字旧仮名,"三浦 久、グリーン ジェイムズ","浜野安紀子、浜野智","",公開,1998-05-18,"山頭火句集","ちくま文庫、筑摩書房","",""
000146,"種田 山頭火",048237,"片隅の幸福",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2008-07-10,"山頭火随筆集","講談社文芸文庫、講談社","2007（平成19）年2月5日第9刷","2007（平成19）年2月5日第9刷"
000146,"種田 山頭火",044913,"行乞記 01 （一）",新字旧仮名,"","さくらんぼ","小林繁雄、門田裕志",公開,2008-04-14,"山頭火全集　第三巻","春陽堂書店","1989（平成元）年3月20日第4刷","1986（昭和61）年5月25日第1刷"
000146,"種田 山頭火",045386,"行乞記 02 三八九日記",新字旧仮名,"","さくらんぼ","小林繁雄、門田裕志",公開,2008-04-17,"山頭火全集　第三巻","春陽堂書店","1989（平成元）年3月20日第4刷","1986（昭和61）年5月25日第1刷"
000146,"種田 山頭火",045387,"行乞記 03 （二）",新字旧仮名,"","さくらんぼ","小林繁雄、門田裕志",公開,2008-04-20,"山頭火全集　第三巻","春陽堂書店","1989（平成元）年3月20日第4刷","1986（昭和61）年5月25日第1刷"
000146,"種田 山頭火",045389,"行乞記 04 （三）",新字旧仮名,"","さくらんぼ","小林繁雄、門田裕志",公開,2008-04-23,"山頭火全集　第四巻","春陽堂書店","1986（昭和61）年8月5日第1刷　","1986（昭和61）年8月5日第1刷"
000146,"種田 山頭火",048231,"行乞記 05 室積行乞",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-02-15,"山頭火全集　第五巻","春陽堂書店","1986（昭和61）年11月30日第1刷","1986（昭和61）年11月30日第1刷"
000146,"種田 山頭火",048232,"行乞記 06 北九州行乞",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-02-18,"山頭火全集　第五巻","春陽堂書店","1986（昭和61）年11月30日第1刷","1986（昭和61）年11月30日第1刷"
000146,"種田 山頭火",048251,"行乞記 07 伊佐行乞",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-02-21,"山頭火全集　第五巻","春陽堂書店","1986（昭和61）年11月30日第1刷","1986（昭和61）年11月30日第1刷"
000146,"種田 山頭火",048252,"行乞記 08 大田",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-02-27,"山頭火全集　第五巻","春陽堂書店","1986（昭和61）年11月30日第1刷","1986（昭和61）年11月30日第1刷"
000146,"種田 山頭火",048289,"行乞記 09 山口",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-03-02,"山頭火全集　第五巻","春陽堂書店","1986（昭和61）年11月30日第1刷","1986（昭和61）年11月30日第1刷"
000146,"種田 山頭火",048290,"行乞記 10 仙崎",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-03-05,"山頭火全集　第五巻","春陽堂書店","1986（昭和61）年11月30日第1刷","1986（昭和61）年11月30日第1刷"
000146,"種田 山頭火",048291,"行乞記 11 大田から下関",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-03-08,"山頭火全集　第五巻","春陽堂書店","1986（昭和61）年11月30日第1刷","1986（昭和61）年11月30日第1刷"
000146,"種田 山頭火",048292,"行乞記 12 広島・尾道",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-03-11,"山頭火全集　第五巻","春陽堂書店","1986（昭和61）年11月30日第1刷","1986（昭和61）年11月30日第1刷"
000146,"種田 山頭火",048238,"草と虫とそして",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2008-07-10,"山頭火随筆集","講談社文芸文庫、講談社","2007（平成19）年2月5日第9刷","2007（平成19）年2月5日第9刷"
000146,"種田 山頭火",048239,"鎖ペンを握って ――三月十九日　夜――　　山頭火",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2008-07-10,"山頭火随筆集","講談社文芸文庫、講談社","2007（平成19）年2月5日第9刷","2007（平成19）年2月5日第9刷"
000146,"種田 山頭火",048240,"砕けた瓦 （或る男の手帳から）",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2008-07-10,"山頭火随筆集","講談社文芸文庫、講談社","2007（平成19）年2月5日第9刷","2007（平成19）年2月5日第9刷"
000146,"種田 山頭火",047356,"其中日記 01 （一）",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-02-06,"山頭火全集　第四巻","春陽堂書店","1986（昭和61）年8月5日第1刷","1986（昭和61）年8月5日第1刷"
000146,"種田 山頭火",047570,"其中日記 02 （二）",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-02-09,"山頭火全集　第四巻","春陽堂書店","1986（昭和61）年8月5日第1刷","1986（昭和61）年8月5日第1刷"
000146,"種田 山頭火",048131,"其中日記 03 （三）",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-02-12,"山頭火全集　第五巻","春陽堂書店","1986（昭和61）年11月30日第1刷","1986（昭和61）年11月30日第1刷"
000146,"種田 山頭火",048253,"其中日記 04 （四）",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-02-24,"山頭火全集　第五巻","春陽堂書店","1986（昭和61）年11月30日第1刷","1986（昭和61）年11月30日第1刷"
000146,"種田 山頭火",048313,"其中日記 05 （五）",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-03-14,"山頭火全集　第五巻","春陽堂書店","1986（昭和61）年11月30日第1刷","1986（昭和61）年11月30日第1刷"
000146,"種田 山頭火",048368,"其中日記 06 （六）",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-08-07,"山頭火全集　第六巻","春陽堂書店","1987（昭和62）年1月25日第1刷","1987（昭和62）年1月25日第1刷"
000146,"種田 山頭火",048509,"其中日記 07 （七）",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-08-16,"山頭火全集　第六巻","春陽堂書店","1987（昭和62）年1月25日第1刷","1987（昭和62）年1月25日第1刷"
000146,"種田 山頭火",049148,"其中日記 08 （八）",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-10-19,"山頭火全集　第七巻","春陽堂書店","1987（昭和62）年5月25日第1刷","1987（昭和62）年5月25日第1刷"
000146,"種田 山頭火",049258,"其中日記 09 （九）",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-11-15,"山頭火全集　第七巻","春陽堂書店","1987（昭和62）年5月25日第1刷","1987（昭和62）年5月25日第1刷"
000146,"種田 山頭火",049266,"其中日記 10 （十）",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-12-03,"山頭火全集　第八巻","春陽堂書店","1987（昭和62）年7月25日第1刷","1987（昭和62）年7月25日第1刷"
000146,"種田 山頭火",049605,"其中日記 11 （十一）",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-12-09,"山頭火全集　第八巻","春陽堂書店","1987（昭和62）年7月25日第1刷","1987（昭和62）年7月25日第1刷"
000146,"種田 山頭火",049621,"其中日記 12 （十二）",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2009-12-15,"山頭火全集　第八巻","春陽堂書店","1987（昭和62）年7月25日第1刷","1987（昭和62）年7月25日第1刷"
000146,"種田 山頭火",049780,"其中日記 13 （十三）",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2010-05-30,"山頭火全集　第八巻","春陽堂書店","1987（昭和62）年7月25日第1刷","1987（昭和62）年7月25日第1刷"
000146,"種田 山頭火",049782,"其中日記 14 （十三の続）",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2010-07-14,"山頭火全集　第九巻","春陽堂書店","1987（昭和62）年9月25日第1刷","1987（昭和62）年9月25日第1刷"
000146,"種田 山頭火",049783,"其中日記 15 （十四）",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2010-07-14,"山頭火全集　第九巻","春陽堂書店","1987（昭和62）年9月25日第1刷","1987（昭和62）年9月25日第1刷"
000146,"種田 山頭火",050201,"其中日記 16 （十五）",新字旧仮名,"","小林繁雄","仙酔ゑびす",公開,2010-07-28,"山頭火全集　第九巻","春陽堂書店","1987（昭和62）年9月25日第1刷","1987（昭和62）年9月25日第1刷"
000146,"種田 山頭火",048241,"最近の感想",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2008-07-10,"山頭火随筆集","講談社文芸文庫、講談社","2007（平成19）年2月5日第9刷","2007（平成19）年2月5日第9刷"
000146,"種田 山頭火",048243,"雑記",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2008-07-15,"山頭火随筆集","講談社文芸文庫、講談社","2007（平成19）年2月5日第9刷","2007（平成19）年2月5日第9刷"
000146,"種田 山頭火",048244,"雑信（一）",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2008-07-15,"山頭火随筆集","講談社文芸文庫、講談社","2007（平成19）年2月5日第9刷","2007（平成19）年2月5日第9刷"
000146,"種田 山頭火",048245,"雑信（二）",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2008-07-15,"山頭火随筆集","講談社文芸文庫、講談社","2007（平成19）年2月5日第9刷","2007（平成19）年2月5日第9刷"
000146,"種田 山頭火",048242,"三八九雑記",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2008-07-15,"山頭火随筆集","講談社文芸文庫、講談社","2007（平成19）年2月5日第9刷","2007（平成19）年2月5日第9刷"
000146,"種田 山頭火",044914,"四国遍路日記",新字新仮名,"","さくらんぼ","小林繁雄",公開,2005-07-22,"人生遍路","日本図書センター","2002（平成14）年11月25日第1刷","2002（平成14）年11月25日第1刷"
000146,"種田 山頭火",048248,"述懐",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2008-07-15,"山頭火随筆集","講談社文芸文庫、講談社","2007（平成19）年2月5日第9刷","2007（平成19）年2月5日第9刷"
000146,"種田 山頭火",048246,"白い花",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2008-07-15,"山頭火随筆集","講談社文芸文庫、講談社","2007（平成19）年2月5日第9刷","2007（平成19）年2月5日第9刷"
000146,"種田 山頭火",048247,"白い路",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2008-07-15,"山頭火随筆集","講談社文芸文庫、講談社","2007（平成19）年2月5日第9刷","2007（平成19）年2月5日第9刷"
